index,Dominant_Topic,Percent_Contribution,Important_Keywords,Mission
174,0.0,0.7123000025749207,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","realwheels is a vancouver-based, professional theatre company that  produces performances that deepen the audience working at the intersection of art and disability, we express our core values  https://www.youtube.com/user/realwheelstheatre"
175,0.0,0.815500020980835,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","red dress productions:

transforms public spaces with public art that reflects environments and communities, the narratives within them, and lost or hidden histories.

produces original artwork that strives for innovation, technical excellence and that elicits dialogue and creative exchange across difference.

supports self-presentation by providing artistic leadership, resources, tools, and mentorship toward collaborative artistic practices, particularly where the effects of inequity impede the well being of individuals and communities.

increases civic engagement through public art.

provides accessible art making opportunities by working with people of diverse abilities, skills, ages, identities, and experiences. 

cultivates equity-seeking emerging artists by making mentorship, learning, and experimentation a central component of our work. our work includes elements of social-engagement or interactivity that dilutes the barriers of artistic and social convention between subject and object, and audience and performer/artist. vimeo page: https://vimeo.com/user5040840



full photo credits:

milestone, 2017.

the winchester park pebble mosaic project

materials: stone, concrete, expanding grout, mapei sealer

location: 135 bleecker street, winchester park, toronto.

dimensions: 12"
176,0.0,0.6654000282287598,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","internationally renowned for its artistry and innovation, red sky performance is canada's leading company of world indigenous performance in dance, theatre and music. this multi-award-winning toronto-based company was founded by artistic director sandra laronde in 2000.

red sky creates, produces and tours original work for adult and family audiences on stages across canada and the world. our work highlights the originality, promise and potential of what is possible within indigenous contemporary performance.

since its inception, red sky has captured and ignited the imagination of close to 450,000 people from nine countries on four continents.

red sky serves to introduce audiences to the excitement of contemporary indigenous artistic genres and originality. a core element of our mission is to provide a deep and positive experience of contemporary indigenous culture. the great mountain "
177,0.0,0.9732000231742859,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","to support youth, adults and organizations to create and distribute engaging films about the issues they care about most. our stop-motion animation, video production, photography and hip-hop video programs empower participants to create their own media, engage communities, and play a meaningful role in inspiring positive change.



reel youth facilitators are artist mentors fluent in providing a fun and engaging experience for participants to explore the media arts. they have been trained to mentor the creation of powerful media, while leaving creative control in the participants we just finished a powerful youth and seniors film program.  pictures and films can be watched here: http://www.reelyouth.ca/invermere.html

 an article from the brampton guardian on reel youth here: http://www.bramptonguardian.com/whatson-story/3241519-brampton-teens-connect-with-seniors-through-filmmaking/"
178,0.0,0.8704000115394592,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","great films are at the centre of everything we do. we believe a good story well told can move us to act, care in new ways and take action. we support talented storytellers to create the very best films. we are committed to discovering new voices, diverse perspectives and stories that might not otherwise be told. collaborating with others is essential to our impact. we bring together filmmakers with a community of change makers - foundations, ngos, campaigners, philanthropists, policymakers, artists, charities, non-profits, social entrepreneurs, educators, technologists, brands, and media annual film festival ,year round film screening series (focusing on films with impact), film makers training program, social impact outreach fund"
179,0.0,0.8590999841690063,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","regent park is an area in transition, largely populated by new immigrants and aboriginal peoples. created in 2003, regent park film festival (rpff) is toronto's only free-of-charge community film festival dedicated to showcasing local and international independent works relevant to residents of the largest and oldest public housing in canada. the films we present reflect key themes such as, immigration, inner city issues, cultural identity and multicultural relationships. rpff's principle activity is to organize an annual festival along with year-round school and community screenings, panel discussions, performances and professional training at no cost. the festival aims to reach isolated communities throughout regent park and beyond and provide a forum for them to engage in critical dialogue on social issues and to enjoy films from all over the world. our main activity is our free annual film festival that"
180,0.0,0.9578999876976013,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","regent park focus is motivated by the belief that community arts and participatory media practices play a vital role in building and sustaining healthy communities. regent park focus seeks to increase civic engagement and inspire positive change by giving youth the tools and support to create artistic works and media productions.

youth are encouraged to work collectively to develop resources that explore issues of relevance to them and their communities. these resources, along with the process of creating them, increase personal well-being, contribute to community health and address systemic barriers to equitable social participation. programs include: print magazines, graphic arts, television broadcasting and video production, radio production, music recording, photography"
181,0.0,0.7437000274658203,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","offering quality, subsidized music lessons to the youth-in-need from regent park and other areas of the city of toronto since 1999. various programs (group and private) in music education, ranging from steel pan, guitar, community orchestra, to piano, percussion, voice, choir, strings, woodwinds, brass, etc."
182,5.0,0.550000011920929,"art, program, commun, school, artist, disabl, organ, youth, engag, public","through soadi's continual efforts to eradicate the devastating effects of diabetes, through prevention, intervention and management activities, aboriginal peoples will once again enjoy the good health of our ancestors. reztore pride offers a range of initiatives that educate and raise awareness about diabetes and healthy lifestyles, including: 

- a rap / hip-hop album with rex smallboy of aboriginal hip-hop group, war party

- visual arts / mural workshops 

- rap and hip-hop / poetry workshops

- dance workshops http://www.soadi.ca/"
183,0.0,0.35359999537467957,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","ribbon rouge foundation is committed to raising the voices of people affected by hiv.  we believe in the liberating power of the arts to promote self-expression, build community and facilitate positive social change. student arts illustration mentorship: in correlation with the annual ribbon rouge arts 4 action benefit, graphic designers of canada alberta north and ribbon rouge foundation works with 15 student illustrators in a mentorship opportunity.

working with student members of the gdc (max of 15) a series of illustrations are created related to an annual theme.  each student is mentored by people living with hiv to tease out relevant social justice issues to be conveyed through the arts. each week students will be introduced to a new local professional illustrator and will have the chance to discuss their work. this is a great opportunity for students to find out more about the business of illustration and make connections that may serve them well if the future.

the art pieces created are used in cause marketing for the artist, for fundraising and to spread relevant social justice messages.

this opportunity is open to student members as well as recent graduates (within 2 years).



listening campaign: in collaboration with people living with hiv, researchers at the university of alberta, university of calgary, community leaders, religious leaders,  alberta health services, community engaged artists, media & journalists, the ribbon rouge foundation is in the process of implementing this community based participatory action research project. the idea is to listen to african, caribbean, and black people across alberta and to understand the current drivers of enacted hiv related stigma within these communities in order to begin to co-create interventions to address disproportional hiv infections in these communities. https://youtu.be/emelrocfo-w

https://youtu.be/1loeysmfz2g

https://youtu.be/bbo3zsbpnry"
184,0.0,0.7337999939918518,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our mission is to provide youth with opportunities to express their creative voice, develop artistic and innovative leadership skills and provide capacity for professional artistic practice. we also encourage youth to work from a place of love, social consciousness, and political engagement.



rise is working to harmoniously merge education and entertainment in toronto's music industry, inspire young people to find their creative voices, and to bridge the gap between emerging and professional artists. every monday, rise provides an open mic platform for youth and artists from all over toronto to express themselves and to share their art. ($3 at the door, $5 for special events). 



rise also organizes its annual 'edutainment convention' which is a 2-day convention that includes a concert consisting of performers from the rise community, as well as free artistic professional development and self-care through workshops and discussion panels. 



every year on april 16th, rise puts together its own artist-produced showcase/concert that celebrates artists in toronto and the accomplishments of the organization called '416rise'.



rise also provides creative writing and performance workshops in schools, libraries and community centres. rise firmly believes in self-awareness being the key to happiness, and that ""the best way to find yourself is to lose yourself in the service of others."" -mahatma gandhi"
185,5.0,0.507099986076355,"art, program, commun, school, artist, disabl, organ, youth, engag, public","we produce and deliver music care products, education and training, collaborate in applied research, coach and consult with healthcare teams in music and care. room 217"
186,0.0,0.9372000098228455,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","to give voice to canadians through the arts the ross creek centre for the arts is a multi disciplinary arts education and development centre based on 186 acres of farm and forest in nova scotia's annapolis valley. our facilities and programs are designed to serve the artistic and cultural communities of nova scotia, of canada, and of the world, with a focus on professional artist development, youth education and aboriginal arts programming."
187,0.0,0.1429000049829483,"art, commun, youth, artist, program, work, provid, develop, perform, peopl",sakaawaawak
188,0.0,0.46140000224113464,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our vision is to transform society through theatre.


sarasva ti productions sarasva ti productions has developed a unique method of community-based play creation over the last fifteen years of work in winnipeg. the process includes partnering with an organization to address a topic in order to allow the wider public to gain a new understanding. we work with those affected by the issue; those who are rarely heard are given a voice, allowed artistic expression, validated and empowered. the process transforms those who participate. the stories, research, and other materials gathered are then used to create a play. we then produce the play at a theatre and at a series of community venues in order to make theatre accessible to a wider community. audiences are transformed by seeing things played out before their eyes and being able to fully understand another person"
189,0.0,0.6549000144004822,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","saskatoon community youth arts programming (scyap) was established in 2001 to offer visual and graphic arts training and activities to youth at risk in the saskatoon area at no cost; provide a safe, supportive space dedicated to the arts that welcomes and nurtures youth; and involve current and former program participants in collaborative visual arts activities with the larger community. our mandate is to use visual art and community bonding as the key focus for personal development, empowerment, and redirection of youth to a healthy, happy and productive life. urban canvas project 35 week full-time arts skills and personal development training program for youth at risk, ages 16 to 30. the project consists of practical experience and public art portfolio building obtained through community art projects, skill enhancement workshops, life skills training, and post-project employment preparation. 

the after school and weekends arts drop-in centre provides artists of all ages with a safe and fun visual arts drop-in environment. we supply all of the art materials (including paper, pencils, paint, pencil crayons and craft supplies) free of charge and offer participants the opportunity to work with a professional art instructor/mentor.



art ventures 8 week workshop series tailored to meet small group needs. specifically designed to build confidence, critical thinking and creativity while providing groups with an increased opportunity for social interaction. fee for service at scyap art centre 



artreach 10 to 20 week workshop series focusing on building reliance through making art and learning about culture. the workshops offer art skill development opportunities as well as enhance personal develop, build self esteem, and foster creative confidence. the overall goal of the project is to help youth to be able use art as a tool to communicate personal desires, opinions and life experiences. fee for service on location"
190,0.0,0.824400007724762,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","scarborough arts develops, delivers and promotes arts programming and cultural initiatives in collaboration and partnership with the community. we bring artists to the community and the community to the arts. 

vision: scarborough is a diverse community with a creative pulse. our lives are connected and enriched by all forms of art and culture in which everyone can participate. 

scarborough arts values: 

 scarborough arts has maintained a solid roster of programs for many years, and places great emphasis on strong partnerships with locally embedded community and arts organizations. as the only local arts service organization in the east end, our projects aim to span the gaps throughout scarborough"
191,6.0,0.3292999863624573,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","school breaks is a program empowering youth by cultivating lasting performance, self discipline, knowledge, confidence, teamwork and creativity skills while connecting them to professional artists through street dance, djing, graffiti and rap. what we offer



1. school programs



dance - on the breaks [bboying, popping, hip hop and house]

a contextual exploration of street dance styles that includes lessons on their origins, their history, and unique dance vocabulary.



graffiti - king of styles [sketches, tags, throw-ups and styles]

art through the lens of the street studying letters, coloring and characters looking at the pioneers of the style to the current masters of the domain



emcee - move the crowd [content, flow and writing]

a look at rap from its beginning and its influences from various countries and cultures. content, patterns, delivery and flow will be explored while taking a look at past and contemporary artists.



deejay - starting from scratch [scratching and mixing]

an in depth look into the art of djing from mixing to scratching along with a look back on the art form videos

barr wars vol ii 2015

https://www.youtube.com/watch?v=jxmxjewxawy



kids of the city 2014

https://www.youtube.com/watch?v=0p8coorjwxo



braggin"
192,0.0,0.4291999936103821,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our aim is to establish a space to support artistic production and education in the arts in order to: 

 our world of a thousand colours: a (12) twelve-week art-workshop for children. during this time we guide participants (age 4-11) to explore various art forms: painting, sculpture, print making and photography.



participants play with different materials while having conversations about diversity , inclusion, and community we work with professional artists, emerging artists, youth completing their community hours and other community members in delivering a curriculum that is respectful of each participant individualities and talents; we encourage the integration of all our talents for the creation of collective art pieces. 



the stories we share: the stories we share: is a series of creative writing workshops for refugee and/or newcomer women (persons who self-identify as women). women from different backgrounds participate in creative writing, collectively create poetry and share through creative writing, their stories of migration to canada. in a safe space, women work together to produce individual and collective work. their work is part of an annual zine name the stories we share. the project focuses on refugee and newcomer women who have interest in creative writing and who want to be part of a group of women working toward the creation of a zine to share experiences of migration to ontario, canada. 



ready made: ready made: a visual conversation about identity in a multicultural society, is a youth photography project where youth ages 15-19 from the latin american communities and other equity seeking groups. youth are engaged through photography. this workshop will encourage participants to use photography as a way of self-expression and allow the opportunity to explore societal power imbalances in relations to identity. 



youth receive an intense 10-hour hands- on photography class using digital cameras; they are invited to explore photography as an art form and way of self-expression. 



youth participate in a four-hour field trip which is intended for them to integrate the elements of power imbalances and identify in their photographic compositions. 



community arts in latin america and the caribbean

sick muse art projects shares artistic experiences with rural communities; we create spaces for skill development and exchange between local artists (in latin america and the caribbean) and artists living in canada. we bring community arts to rural areas and underserved communities with the belief that a creative human being is capable of dealing and coping with adversity. art is a powerful tool that can transform the world in magical, unexpected and positive ways. sick muse in cuba: https://vimeo.com/244413993

colours of hope: https://vimeo.com/203706255

mask workshops: https://vimeo.com/193487204"
193,0.0,0.4413999915122986,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","""together we're better"" monday nights we host a song writers circle at which we teach music and song writing, wednesday we have art night, we work with paint, pastels and also visual media arts like film making and video production. thursday nights are for acting, drama and improv. we have done a few full length plays that the youth have written and starred in, they are currently working on turning one of the plays into a full length movie.

each year the sioux lookout anti-racism committee host racism awareness week. one of the events is a community walk called "
194,0.0,0.5321999788284302,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the circle serves as a creative arts organization in order to promote artists in northwestern ontario and all forms of creative expression by providing opportunities for performance, exhibition, instruction and promotion related to the arts. ""the circle supports the interests of artists in northwestern ontario (and more specifically sioux lookout) and encourages all forms of creative expression  additional contact: donna giles - artistic advisor"
195,0.0,0.574999988079071,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","mission - sistema toronto is an intensive social program transforming the lives of children through ensemble-based music.

vision  sistema toronto is a charitable organization with a mission to foster beneficial permanent social change through free music education for young children from marginalized families. our playing to potential music and social development program is currently run out of four priority schools across toronto: yorkwoods public school near jane/finch, parkdale public school in parkdale, military trail public school and st. martin de porres catholic school in east scarborough. our program provides 10 hours per week of intensive after-school music education during the school year, including instruction in strings, percussion and choir. in addition to music instruction, each child receives instruments and a daily nutritious snack, all free of charge to participants https://vimeo.com/151332858



https://www.instagram.com/sistematoronto/"
196,6.0,0.7257000207901001,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","sister writes is a creative writing and literacy program dedicated to honouring the wisdom and experiences of women in downtown toronto. founded by writer lauren kirshner in 2010, with the support of sistering, a drop-in center empowering ordinary women in extraordinary situations, sister writes provides women with the opportunity to work with professional women writers, develop creative potential, hone literary and leadership skills, receive mentorship, and build self-esteem. hailed by the toronto star as a groundbreaking program, sister writes is one-of-a-kind in toronto. sister writes provides an artistically empowering and participatory creative writing program for women affected by homelessness, underhousing, trauma, mental health issues and addictions,  and women who face extraordinary circumstances or life transitions. through the support of our sponsors and the assistance of our guest writers, sister writes offers a range of hands-on programming that is free and inclusive: the writing workshop; the mentorship program; and our community program, which brings one-off creative writing workshops to women"
197,5.0,0.7213000059127808,"art, program, commun, school, artist, disabl, organ, youth, engag, public","we are committed to creating visual art, plan exhibitions; organize art programs and activities that will contribute to sustainable development of canada's and the world's artistic mosaic. art exhibitions, art (acting responsibly together) program in schools."
198,0.0,0.6794000267982483,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","sketch is a community arts development initiative that was founded in 1996 by phyllis novak. its mandate is to engage youth who are street involved, homeless or otherwise marginalized in a progressive arts learning framework. the main premise of sketch is that the arts are a response to homelessness and poverty. the arts provide an entry point into civic participation, cultural identity and social change. their model includes open studio skill building, community connections and youth leadership programs. sketch has community partners who they refer youth to for basic needs and community supports. community arts becomes a way for youth to be engaged with the broader community. participants can initiate projects outside of sketch, and sketch will help provide training and facilitation of the connection. community served (continued): sketch works with youth ages 16-30. they come from all across canada and represent a vast array of youth who live homeless. many are transient, living rough or moving between shelters and some are staying in their first apartments."
199,0.0,0.32600000500679016,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","see above small pond arts is an artist residency centre, gallery and arts centre, run by krista dalby and mile murtanovski. we host workshops, festivals, plays and concerts, and are always interested in new artistic activities and community collaborations. we offer workshops in stiltwalking, puppetry, shadow puppetry, lantern making, or custom arts workshops for your group. our ""cardboardia"" installation "
200,0.0,0.9380999803543091,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","south etobicoke youth assembly (seya) is a youth led and run group who celebrate and support youth and who work together to make a positive difference in the community through active participation. they organize events, programs, workshops, volunteering and opportunity creation. dance  http://seyalamp.blogspot.com/"
201,3.0,0.5669999718666077,"art, commun, space, stori, cultur, creativ, share, peopl, togeth, creat","spiral garden is an integrated outdoor art, garden and play program that has been integral to holland bloorview kids rehabilitation hospital since 1984. this innovative program, staffed by artists, brings together children ages 6 to 18 with and without disabilities from the community and holland bloorview to:

* explore self and collective expression through a variety of art media

* nurture our relationship to nature through tending our organic garden

* foster an inclusive community that gives attention to the whole person please see spiral garden & the centre for the arts spring/summer brochure, which gives a brief description of each program they are currently running: http://www.hollandbloorview.ca/programsandservices/communityprograms/centreforthearts/documents/brochure.pdf"
202,0.0,0.5814999938011169,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","through school and community projects, we aim to integrate the arts, with self and community development, by building on the principles of education, culture, spirituality, with the intention of helping shape a community that shapes itself.



the process of learning and celebrating creativity our minds, changing our perceptions and allowing for new possibilities. this process expands our vision of alternative approaches to living and sense of possibilities for social justice, peace, and personal joy. themes and concepts and concepts for:

mask-making for all reasons ranging in size from little to large 

shadow mask workshop - self-development

rod puppets

giant puppets

3d mural sculpture installations for storytelling and visioning projects

weaving stories into hoops

sticks, staffs and wands

mosaics

all of the workshops offered use mostly recycled common place materials plus acrylic paint and other mixed media. the different construction techniques can be combined with and reinvented to other forms of creative expression. as inspired by participants goals and imagination."
203,0.0,0.6758999824523926,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the artist and the artist struts gallery & faucet media arts centre is a non profit artist-run centre and media arts facility located in sackville, new brunswick. the centre is run by practicing artists for the purpose of presenting contemporary artist initiated activities and to promote an awareness of the work of local, regional and national contemporary artists. activities include expositions, performances, publications, demonstrations, workshops, symposia, residencies, readings, screenings etc. our lorne street location includes a gallery, a multi-use exposition, performance and presentation space, a small gallery for expositions and media arts presentations and an artist-in-residence studio. struts maintains a resource centre for disseminating topics, issues, and debates arising from contemporary artistic practices and presentations. facilities and equipment are available to members and visiting artists for film, video, audio and new media production and presentation."
204,0.0,0.9409999847412109,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our mission is to help young people in sudbury achieve their full potential in both music and life. by introducing them to their potential in music they receive a clear message that they are capable of anything if they work hard enough.  a lesson that will support them as they become productive members of society. sudbury youth rocks program regularly collaborates with other organizations to produce music for film and theatrical productions. this gives the participants a sense of community spirit. 'producing harmony' is a documentary about sudbury youth rocks program. it was produced through funding provided by the john howard society of sudbury. film credits are emma hockney and christine stewart from laurentian university film studies course.



watch 'producing harmony' here."
205,0.0,0.5796999931335449,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our vision: inspire children and youth to develop confidence, character and kindness. suitcase theatre takes our plays and interactive workshops into schools, hospitals and communities where children might not otherwise have an opportunity to experience live musical theatre. today, we have performed at no charge for over 30,000 children from low income communities, in model inner city schools and in special settings like sick kids hospital. 



our performances and programs inspire young minds through storytelling, music and the visual and dramatic arts. our theatrical plays and workshops inform children"
206,0.0,0.9426000118255615,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","in the belief that the performing arts are a vital component in giving voice to our culturally diverse communities, suitelife arts for youth shall continue developing a comprehensive arts education and performance driven program, making the performing arts more accessible to contemporary and adult audiences throughout ontario.

suitelife arts for youth creates opportunities for young people to receive quality arts education by removing the barriers which financial or geographical restrictions impose.  suitelife arts for youth offers its intensive 16 week multi-disciplinary performing arts workshops to young people who, for whatever reason, cannot afford such training within the mainstream. the workshops include instruction in the fundamental techniques of acting, singing, dance, percussion, improvisation and performance . suitelife arts for youth also provides the young aspiring artists with a platform from which to share their creative endeavors with their community. the workshops culminate with performances at harbourfront centre of fresh new works created by the participants.

suitelife arts for youth makes its progam accessible to everyone by providing ttc tickets to the participants,  providing substantial lunches/dinners, providing performances in venues that are accessible, providing performances free of charge and- providing our 16 wk.program in 2 locations; scarborough village and downtown. fee: the commitment of the individual!"
207,0.0,0.8744999766349792,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","supporting our youth (soy) is an exciting, dynamic community development program designed to improve the lives of lesbian, gay, bisexual, transsexual and transgendered youth in toronto through the active involvement of youth and adult communities. we work to create healthy arts, culture and recreational spaces for young people; to provide supportive housing and employment opportunities; and to increase youth access to adult mentoring and support. soy has many programs and groups where art is the focus:

fruit loopz: fruit loopz youth stage at pride is a festival of arts, words and ideas for spectrum (lgbtq) youth, by spectrum youth. fruit loopz includes talented young musicians, slam poets, dancers, actors, drag artists and more.



gender play is a space for lgbtq youth 29 years and under to talk, play, explore gender through art and performance. community served (continued): soy serves lgbtq youth ages 16 - 29. this includes youth who are homeless and underhoused, black youth, first nations, and newcomers."
208,3.0,0.7062000036239624,"art, commun, space, stori, cultur, creativ, share, peopl, togeth, creat","the steps (sustainable thinking and expression on public space) initiative is a community-based organization that bridges the gap between the cultural, social and environmental sectors by building the capacity of torontonians to creatively transform public spaces in their communities. we believe that public spaces as unmediated sites of interaction between diverse citizens, is eroding. art can not only aesthetically transform these spaces, but also serve as a common language with which citizens can create shared spaces that foster civic engagement. we provide a platform for citizens to lead initiatives that validate their personal experiences, their community steps asks: do you have a strong connection with your local environment? enjoy seeing your neighbourhood come alive during community festivals? want to bring your neighbours together to celebrate in community space?

 

maybe it"
209,5.0,0.564300000667572,"art, program, commun, school, artist, disabl, organ, youth, engag, public","tangled art + disability is a not for profit arts organization and forum for creative and artistic excellence that serves as a leader, catalyst and resource for bringing together professional artists, emerging artists and arts and cultural organizations and a diverse public. 



tangled art + disability uses the power of art as a transforming medium to enhance the understanding and acceptance that people with disabilities can and do make significant contributions to all aspects of society, in particular the arts and an evolving cultural sector. since 2003, the festival has been promoting innovation, excellence and participation in the arts by people with disabilities. from its proud beginnings as a project of the canadian abilities foundation, to its 2006 incorporation as a separate and independent not-for-profit organization, abilities arts festival (now tangled art + disability) has been providing the stages and exhibition venues that artists with disabilities must have access to in order for their work to be seen and for their talents to be recognized. each year since, the festival has moved forward to provide accessible and inclusive opportunities for both artists with disabilities and appreciative art audience."
210,0.0,0.5259000062942505,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","mandate: 

the amy project builds the leadership, confidence, and unique voice of young women and non-binary youth in toronto by providing them with performance training, connections to artistic mentors, experience working in a professional theatre, and support towards the early growth of their careers.



the amy project operates on four core values:



inclusivity: all of amy amy spring theatre creation program:

the amy spring theatre creation program is our flagship activity, a 14-week performance creation program offered each spring to young women and non-binary youth between 14 and 22 years of age. there are two components to the program. first, each participant works one-on-one with a professional artist mentor. second, the group of participants works collectively with a team of professional directors and other guest artists to devise an original full-length play based on their own stories. the show they create receives three public showings at canadian stage. the group also shares a weekly meal and has many opportunities to attend pays and performances in toronto. participants receive honoraria, professional headshots, and volunteer hours..



amy film training program "
211,5.0,0.48410001397132874,"art, program, commun, school, artist, disabl, organ, youth, engag, public","the art for aid project works to support canadian first nations, inuit and metis art education programs through art supplies, awareness and fundraising efforts in order to connect indigenous youth to the endangered teachings, traditional techniques and knowledge of the culture through teachers, elders and community. we seek to accomplish this by ensuring art supplies are in remote schools and communities. funds are raised annually to pay for shipping of the supplies and to pay for admin costs through the sale of my art, and through fundraising efforts by other interested and engaged parties. eventually we hope to be able to highlight students/schools and their art programs on our website and through social media to bring attention to the students"
212,0.0,0.8790000081062317,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our long-term goal is to bring artistic ways of knowing into the discussion around development and conservation in the okanagan valley, a region under much environmental pressure.  the university, with its access to rich resources  most of the work we do is community-based. we engage communities through art practices of diverse kinds through creating, co-creating, facilitating, curating, and supporting visual art, digital media, literary, performance and multi-disciplinary works.  we work on large umbrella projects that unfold over time and place, and we work on smaller, more focussed projects."
213,6.0,0.8029000163078308,"commun, art, creativ, women, workshop, write, program, experi, creat, provid",to create positive change through rap rap and poetry
214,0.0,0.9157999753952026,"art, commun, youth, artist, program, work, provid, develop, perform, peopl",the toronto fringe provides access to creative opportunities for artists and audiences. the toronto fringe provides creative opportunities for artists and audiences by producing two important festivals 
215,1.0,0.9718999862670898,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","to promote, develop and produce community-based theatre, video and film generally, and theatre for living specifically, as these cultural forms spring from and speak to issues that arise from community* concerns; theatre, film and video that raise social awareness, encourage new audiences, and share in culture-making skills. to build a working relationship between the art forms and the communities they serve.

*community is defined as any group of people who share a common concern. founded in 1981, theatre for living has evolved from augusto boal corporations in our heads: http://www.youtube.com/watch?v=alkpqofxnwy video by dima alansari

us and them promo video: http://www.youtube.com/watch?v=jtyxd7hy71w video by liza lindgren"
216,3.0,0.9463000297546387,"art, commun, space, stori, cultur, creativ, share, peopl, togeth, creat","our mission is to bring people together across cultures, languages, abilities, socio-economic backgrounds, and geographies to create and celebrate our collective stories of the north shore, increase empathy and understanding, and enhance our quality of life through creative expression. 



everyone is welcome! we work with rural and first nation communities to create multidisciplinary community arts projects that welcome people of all cultures, abilities and ages to come together to celebrate and explore local stories, histories, myths and legends through accessible creative activities."
217,1.0,0.588100016117096,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","tiger princess dance projects (tpdp) facilitates the creation and dissemination of art and is invested in building culture within communities. we value dance/movement as an important physical language that allows us to understand ourselves, communicate with each other and express our multifaceted selves. creation, preservation and performance of contemporary dance works locally, nationally and internationally; arts education (swallowing clouds) in the schools, community centres and public libraries.



swallowing clouds program:

swallowing clouds is a free program for children aged 9 "
218,6.0,0.8313000202178955,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","we believe:

everyone is a writer, regardless of prior writing experience and formal education;

through encouragement and support, people grow as writers;

in the unique creative genius of every voice; each person the twc is currently holding expressive writing workshops at twelve locations and has provided workshops at more than twenty sites in the past year.

capacity building of the free, inclusive workshops provides a safe environment for unheard and marginalized people to discover their innate creativity at locations familiar and comfortable to the writers.

empowering people as they gain confidence through shared writing experiences benefits the individual and those around them."
219,0.0,0.7681000232696533,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","mission: to mentor young people in the pursuit of their artistic and aspirational passions in an inclusive community.



vision: every young person confidently pursues a future rich with opportunity. uforchange offers eight-month programs to over 30 youth, ages 16-29, from the greater toronto area annually. the program is taught by professional mentors and offers young people a focus in fashion, dj arts or photography. after program completion, we provide our young people with paid employment opportunities in the field they have chosen through our social enterprise, which allows them to obtain experience and build a portfolio in order to start their careers. beyond our core arts program, uforchange also offers workshops in the 6ix, which is a series of workshops on business skills, grant writing, marketing, and other arts-related topics driven by youth demand. uforchange provides participants with these programs, workshops, volunteer and employment opportunities, among other services on a pay it forward basis. this means that in order to obtain access to these resources participants have to contribute back to uforchange or the regent park community through volunteering. we have chosen this system as a means to integrate youth not only to our uforchange family, as it provides a support system for youth, but also to the regent park community in order to achieve greater community development. https://www.youtube.com/watch?v=ke99e8w0era (credit: tony del rio)"
220,0.0,0.6190999746322632,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","unity charity is an arts-based alternative education organization. unity engages youth 10 to 18 by implementing school and community programs helping youth positively express their stress and develop skills for success. unity empowers youth to make better choices as leaders, mentors and positive community role models leading to more productive citizens, safer schools, and healthier communities. empowering youth to use artistic self-expression to make positive life choices leading to more productive citizens, safer schools and healthier communities. unity crew program is our year round program that engages a group of youth leaders who plan a unity day and after school program for their school. the unity crew program includes 12 weeks of art-based after school programs in breakdancing, graffiti art, spoken word poetry and beatboxing."
