Name,Mission,Country


"SO((U))L","creates alternative community spaces for discussion exploration and discovery of the arts, culture, spirituality,music, creativity and the promotion of social justice, equality, self-reliance. These spaces are called HQs (HEADQUARTERS). The first of these spaces is located in Stony Hill, St.Andrew Jamaica.","Jamaica"


"Social and Public Art Resource Centre (SPARC)","SPARC’s intent is to examine what we choose to memorialize through public art, to devise and innovate excellent art pieces; and ultimately, to provide empowerment through participatory processes to residents and communities excluded from civic debate. SPARC’s works are never simply individually authored endeavors, but rather a collaboration between artists and communities, resulting in art which rises from within the community, rather than being imposed upon it.","United States"


"Sojourn Theatre","Sojourn theatre is a 13 member ensemble-based theatre company working around the nation at the intersection of performance, public process & participation.","United States"


"Some Assembly Artists Society","Some Assembly advances education and the public’s appreciation of the arts by producing theatre art works with artistic excellence that build community, awareness, wellness and encourage dialogue among community members about diverse issues.","Canada"


"Southern Edge Arts","Established in Albany, WA in 1985, SEA is a dynamic youth arts community that nurtures the expression of imagination through stimulating performing arts experiences and opportunities. SEA has a unique track record in attracting professional artists of national and international repute to support skills development and the creation of new work. SEA is directly driven by community need and aspiration.","Australia"


"Speakout Poetry","A platform for poetic talent to inspire respect, entertain with purpose and connect community. SPEAKout seeks to Inspire its community with values that advocate for people’s betterment; ones that stress the Respect of self and of others. SPEAKout presents Entertainment, but with a purpose to engage its community and to challenge the status quo. SPEAKout seeks to find points of overlap between different communities, and advocates for communities to find common grounds for dialogue & peace. SPEAKout strives to find the points of overlap that we all share; to foster understanding and establish a common framework to build healthy and diverse communities together.","Canada"


"SpectrumProduction","Our Mission

We are committed to providing quality experiences with film and media production to our participants through easy access to tools, equipment and guidance needed to make personal and collaborative media projects.

Our Programs are designed to encourage and support the social, creative and vocational well being of the youth we support. We believe that self-expression through media is a unique and accessible way to share interests, develop passions, and foster social networks.","Canada"


"SPIN program","SPIN lets youth create and take part in programs to showcase their talent and help them grow. The program allows youth to develop the skills they need to become self-reliant, confident adults. Focuses include: therapeutic recreation activities like kayaking and camping, creative programming like art, potter, theatre, music and singing, leadership development.","Canada"


"STEPS Initiative","The STEPS Initiative is an award winning public arts organization that builds the capacity of citizens to take action in creating more vibrant and connected communities through what we call public space ARTivism.","Canada"


"Still Moon Arts Society","Still Moon Arts Society inspires vibrant and connected communities by creating artistic experiences and nurturing a passion for nature. The Still Moon Arts Society is working towards a Still Creek neighbourhood where people live as part of a healthy ecosystem and participate in a community where the arts thrive.","Canada"


"Stompin","Stompin began in Launceston, in 1992 with the idea that when young people collaborate with professional artists, they can create inspiring, bold and relevant new dance work. Stompin involves young people in every aspect of our creative process from conception to realisation. Stompin shifts dance out of traditional performance venues and into atypical landscapes, introducing contemporary dance to a range of people previously unexposed to it.","Australia"


"Stopgap Dance Company","Stopgap Dance Company create exhilarating dance productions for national and international touring. We employ disabled and non-disabled artists who find innovative ways to collaborate. Stopgap value a pioneering spirit and are committed to making discoveries about integrating disabled and non-disabled people through dance. Difference is our means and our method. Stopgap’s productions are devised by the company dancers and collaborators, working as an ensemble under the artistic direction of Lucy Bennett.","United Kingdom"


"Street Culture Project Inc.","non-profit, charitable organization in Regina, Saskatchewan that mentors and supports under-serviced youth. Using social entrepreneurialism and positive adult role models, we connect with youth to help them work through changing their lives.","Canada"


"Studio 361 - an Urban Art Centre","serves as an Arts and Culture Community Resource, Education and Wellness Centre providing event/meeting space, classroom and library space, arts and culture programming at little or no cost to the inner-city residents and Main Street Homeless population.","Canada"


"Studio C","Studio C is an award-winning collaborative art centre in downtown Calgary - a studio and gallery open to the public. The Centre opened in 2005 and continues to innovate through art, creating inclusive culture. There are many ways to experience Studio C - participate in a workshop, teach a class, exhibit your artwork, volunteer, sponsor. Whatever you choose, we welcome you and your collaboration. Studio C is an initiative of Prospect - a non-profit organization that breaks barriers to build an accessible Alberta workforce.","Canada"


"Studio d'art Saint-Sulpice","The studio’s mandate is to build community ties through art making in a safe, non-judgemental space. Art materials are offered free. Skill and knowledge sharing is encouraged. Each one teach one is regularly practiced in this multicultural, multilingual and multigenerational space. All types of artistic endeavours such as painting, sewing, embroidery, poetry writing, story telling, etc. are nurtured.","Canada"


"Suite Life Arts for Youth","SuiteLife Arts for Youth offers its intensive 16 week multi-disciplinary performing arts workshops to young people who, for whatever reason, cannot afford such training within the mainstream. The workshops include instruction in the fundamental techniques of acting, singing, dance, percussion, improvisation and performance . SuiteLife Arts for Youth also provides the young aspiring artists with a platform from which to share their creative endeavors with their community. The workshops culminate with performances at Harbourfront Centre of fresh new works created by the participants.","Canada"



"Supporting Our Youth (SOY)","Supporting Our Youth (SOY) is an exciting, dynamic community development program designed to improve the lives of lesbian, gay, bisexual, transsexual and transgendered youth in Toronto through the active involvement of youth and adult communities. We work to create healthy arts, culture and recreational spaces for young people; to provide supportive housing and employment opportunities; and to increase youth access to adult mentoring and support.","Canada"


"SWAMP Theatre","The Swamp is an anti-oppression, grass-roots theatre group. Our focus is on healing ourselves and our communities through the use of theatre, dance, movement and story-telling. We utilize Augusto Boal's Theatre of the Oppressed (TO) and David Diamond's Theatre for Living methods, including Image and Forum theatre, many hilarious and challenging games and exercises, as well as elements of yoga and meditation.​","Canada"


"Tamer Institute for Community Education","Tamer Institute for Community Education is a non-profit organization established in 1989, during the first Intifada. We design and implement a locally-specific pedagogy in response to urgent needs within the Palestinian community. Tamer upholds the right to a high-quality education, exploration of identity, freedom of expression, and access to information. The institute works across the west bank and Gaza strip.","Palestine"


"Tangled Art + Disability","Not for profit arts organization and forum for creative and artistic excellence that serves as a leader, catalyst and resource for bringing together professional artists, emerging artists and arts and cultural organizations and a diverse public.","Canada"


"Team City Art Hive","Team City Art Hive is a free public arts space that welcomes everyone of all abilities and serves as an exciting model of community cohesion, spirit, inclusion, openness, and creativity. Our success has been shared between building an exciting new community safe haven and empowering young adults with Down syndrome (DS) to be leaders and mentors.","Canada"


"Team Possibles","Arts exploration group made up of young adults with Down syndrome and their peers (ages 15-30). Artist Renee Forrestall created Team Possibles in Fall 2007, for the Nova Scotia Down Syndrome Society. It is an artists-run program that addresses the social, cultural, and expressive needs of the young adults through engagement, and exploration in different art forms, including: Visual Arts, film, and dance, music and theatre. Staffed by professional artists, Dalhousie, MSVU, and NSCAD students, and a group of core, dedicated volunteers, Team Possibles continues to develop and grow.","Canada"


"Teater Garasi","Teater Garasi was built on the belief, and the practices, of performing arts as a way to process and produce knowledge and to dialectically engage with the social political environment.","Indonesia"


"Teater Satu","Teater Satu was established by Iswadi Pratama in Tanjung Karang, Lampung, in 1996. Teater Satu’s mission is to implement art, culture, education, and social programs, which can inspire the public to embrace values that motivate better directions in life.","Indonesia"


"Teatro dell’Argine","Teatro dell’Argine's project winds along four main lines, to support and promote intercultural and intergenerational dialogue, memory and reflection on contemporary times and active citizenship","Italy"


"Teatro Valle Occupato","We occupied a theater to implement a cultural revolt. We are constantly changing. Occupy is a collective political practice, a gesture of reappropriation establishing a public dialogue. We continue to occupy the Teatro Valle because the gesture is transformed into a constituent process: to activate another way of doing politics without delegates, to build another way to work to create , to state another idea of law instead of the rule of law, to develop new economies out of the profit of a few. An open stage, a project to be shared with companies, artists, professionals, independent spaces of Rome and Italy to experience participatory planning and a different organization of work based on cooperation. A place of education and self-education in which ' access to knowledge and quality are guaranteed. A dimension in which to share needs and turn them into a common action.","Italy"


"Teatrovivo Asociación Cultural","Teatrovivo Asociación Cultural has over 25 years of experience doing work in the field of social development. Teatrovivo is distinguished by the use of play techniques, unconventional art lessons to drive transformation of the individual from the inside out, strengthening the genuine expression and participation. This methodology is innovative, while coming from artistic, whole, expressive, emotional, moving disciplines like theater and traditional game, typical of our cultural identity, neighborhood, Peruvian, Latin, which form an alternative non-material, to empower the poor in their fight against poverty.","Peru"


"Teesri Duniya Theatre","Teesri Duniya Theatre is dedicated to producing, developing and presenting socially and politically relevant theatre, based on the cultural experiences of diverse communities. Multicultural diversity, intercultural relations,relevance and compelling stories are defining features of our work. We are committed to multiethnic (as opposed to color-blind) casting.","Canada"


"Temporary Art Review","Platform for contemporary art criticism that focuses on alternative spaces and critical exchange among disparate art communities. Temporary is an international network, highlighting both practical and theoretical discourse through reviews, interviews, essays and profiles on artist-centered spaces and projects.","United States"


"Ten Thousand Things","Brings award-winning, high-quality theater to people with little access to the wealth of the arts. This company invigorates ancient tales, classic stories, and contemporary plays through vital, open interactions between actors and non-traditional audiences.","United States"


"The Alexander Soceity for Integrative Arts","The objects of the Alexander Society are: to provide arts-based educational programs to children and teens with special needs and their peers, to provide resources for people working with special needs populations, to organize workshops and special guest speakers, to produce materials such as videos and workbooks, and to promote the inclusion of people with special needs into their communities.","Canada"


"Art Hives","The Art Hives Network connects small and regenerative community arts studios together in order to build solidarity across geographic distances. This effort seeks to strengthen and promote the benefits of these inclusive, welcoming spaces across Canada, and throughout the world. Also known as public homeplaces, these third spaces, create multiple opportunities for dialogue, skill sharing, and art making between people of differing socio-economic backgrounds, ages, cultures and abilities.","Canada"


"The ARTS-REHAB Project","With the generous support of the Ontario Trillium Foundation, The Royal Conservatory’s Living Through the Arts Program has initiated the ARTS-REHAB Project: a multi-year initiative that examines how meaningful engagement in a creative arts program can assist rehab patients to re-enter their communities sooner and more positively than under standard treatment regimes.","Canada"


"The Centre for Creative Communities","The Centre for Creative CommuThe Centre helps artists, community members and government staff to plan and design arts projects and festivals in the community. The Centre offers short courses in many aspects of cultural development as well as consultations, talks, mentorships and seminars.","Australia"


"The Cinematheque Education Department","The Cinematheque’s Education Department offers film and media education programs and resources for youth, teachers and other community members. From intensive and engaging digital filmmaking programs to film literacy workshops and youth screenings at our theatre, we aim to foster an appreciation and passion for the art of film as well as an understanding of the impact of visual media in the world around us.","Canada"


"The Collectif clowns d'ailleurs et d'ici","Founded in 2002, the Collective clowns elsewhere and here encourages the promotion of a social circus, multicultural, fighting for equality and against social discrimination, which,  through artistic practice, allows the public to participate in the sustainable development of marginalized areas.","France"


"The Confluence Project","Confluence is a donor-supported nonprofit that connects people to place through art and education. We work in collaboration with Northwest communities, tribes and celebrated artist Maya Lin to create reflective moments that can shape the future of the Columbia River system. We share stories of this river through six public art installations, educational programs, community engagement and a rich digital experience.","United States"


"The CZKd","The CZKd is an independent non-profit cultural institution. We understand social responsibility as the process of creating resources for making and preserving the public good, for enabling public engagement and stimulating the political struggle for social cohesion, through intervening primarily in the fields of art, education and culture.","Serbia"


"The Footprints Dance Project","Footprints Dance Project was established to provide high-quality opportunities in the performing arts and dance to children and youth who face economic, social, physical, and gender barriers and those who otherwise would not be able to participate.","Canada"


"The Friends of Music Society","Established in 1989, the Friends of Music Society is a non-profit organization that uses music as the basis for our partnership programs which promote rehabilitation and socialization for people with a mental illness. We feature musicians with a mental illness working and playing in partnership with other musicians from the community.","Canada"


"The Hemispheric Institute of Performance and Politics","Connects creative thinkers working at the intersection of artistic practice and social transformation. Our international network researches politically engaged performance through gatherings, publications, and digital platforms, creating new avenues for thought and action.","United States"


"The KAKO Foundation","Through the arts/music, the KAKO Foundation is dedicated to promoting peace and tolerance. It is shaped in the belief that art can foster self-esteem, dignity, pride, community and civic engagement. Nurturing the artistic gifts in every child is essential to breaking and ending the devastating cycle of violence, exclusion and poverty. Music as an art form has the ability to rally entire communities into creating a harmonious environment. The KAKO Foundation seeks to provide a brighter future for the youth of Haiti and the United States.","Haiti"


"The Little Art","Mission: “To establish arts in Pakistan as a major facilitator for children and young people to realize and achieve their dreams; through innovative arts education projects and creative learning opportunities.”","Pakistan"


"The LivingRoom Community Art Studio","We are a registered not for profit that provides people from all walks of life - including those members of our community who are most marginalized - with opportunities to make art and create community for NO or Low Cost in and around central Oshawa. The LivingRoom Community Art Studio is a registered not-for-profit that provides supportive opportunities for individuals and families living in and around Central Oshawa to express themselves and connect with others through experiences of art making, skill sharing and dialogue. Studio services are offered at no, or low cost in order to ensure that all members of the community - including those who are most marginalized - can take part. The studio's mission is to promote positive self-identities, strengthen and build relationships, and inspire community driven action through providing an inclusive, non-judgemental space for meaningful creative social interaction to occur.","Canada"


"The Luminary","The Luminary is a 501(c)(3) not-for-profit founded in 2007 as a forum for artistic research, production and presentation, conceived in response to both our immediate and international community, alongside our audiences, and in dialogue with artists.","United States"


"The Nile Project","The Nile Project is transforming the Nile conflict by inspiring, educating, and empowering an international network of university students to cultivate the sustainability of their ecosystem. The project’s model integrates programs in music, education, dialogue, leadership, and innovation to engage students across disciplines and geographies.","United States"


"Nina Haggerty Centre for the Arts","The Nina Haggerty Centre for the Arts aids in the creation and exhibition of art by those who face barriers to artistic expression. 

The Nina Haggerty Centre for the Arts exists to:

Provide a supportive place where people with developmental disabilities can become practicing artists
Promote the Centre’s collective of artists 
Provide opportunities for the exhibition of work by artists who face barriers, including the Centre’s artists’ collective.
Operate a public gallery and other outreach programs that connect artists and audiences.","Canada"



"The Northern Cultural Expressions Society","The Northern Cultural Expressions Society is a dynamic, non-profit organization committed to providing opportunities for young people to channel their energy to artistic expression, and business development. Programs are targeted at Yukon First Nation students and are open to all cultures.","Canada"


"The Playhouse Theatre","The Playhouse Vision is to Create Community, Celebrate Diversity and Empower People through the Arts. The Playhouse Mission is to deliver creative, innovative and accessible Arts, Education and Peace-building Programmes that enrich the lives of the people that we serve. We have four core values: community, creativity, quality and sustainability. These values describe who we are, what we stand for and how we function.","Ireland"


"The Power of Hope","The Power of Hope is a charitable non-profit organization that unleashes the positive potential of youth through arts-centred multicultural and intergenerational learning programs that value self-awareness, leadership, environmental stewardship, community and social change.

The Power of Hope also offers programs for youth, youth workers, artists, teachers, facilitators and team leaders. Programs focus on self expression, facilitation and creative exploration.","Canada"


"The Red House Centre for Culture and Debate","The Red House Centre for Culture and Debate organises and presents socio-political, artistic, cultural as well as socially engaged and educational programmes. The organisation stimulates the development of independent sector of the contemporary art in Bulgaria, provides training in less known fields and methods in the arts, culture, social activities and practices in Bulgaria, contributes pluralism in the aesthetical and organisational forms in arts and culture in Bulgaria, develops group culture and processes, through presentation of various social topics creates environment for adequate publicity, develops critical thinking and public speaking, stimulates the development of various communities and the dialogue between them, stimulates politically-social debate.","Bulgaria"


"The Refugee Art Project The Refugee Art Project
Our organization seeks to give refugees a voice to the Australian public, through their art and self-expression.","Australia"


"The Remix Project","The Remix Project was created in order to help level the playing field for young people from disadvantaged, marginalized and under served communities. Our programs and services serve youth who are trying to enter into the creative industries or further their formal education; The REMIX Project provides top-notch alternative, creative, educational programs, facilitators and facilities. Our mission is to help refine the raw talents of young people from across the GTA in order to help them find success as participants define it and on their own terms.","Canada"


"The Society for the Arts in Dementia Care","The Society for the Arts in Dementia Care is built on the premise that older adults and people living with dementia have the right to dignity, to be heard and to be valued. The Society provides an interdisciplinary forum for creative expression with older adults by bringing together academic research and practical knowledge. The Society aims to disseminate knowledge and establish links with organizations with similar values worldwide, thereby improving the quality of life of older adults, especially those living with dementia.","Canada"


"The Ste-Emilie Skillshare","The Ste-Emilie Skillshare is a community art colletive devoted to empowerment, self-determination and collective liberation. It is a collective run by and for people who are trans, two-spirit, queer, Indigenous and/or people of colour* and friends. As a collective of activists and artists, we work within an anti-oppression framework toward social and economic transformation. We share skills and resources to create art in the spirit of self-representation and revolution.","Canada"


"The Theater Offensive","The Theater Offensive’s mission is to present the diversity of lesbian, gay, bisexual, and transgender lives in art so bold it breaks through personal isolation, challenges the status quo, and builds thriving communities.","United States"



"The Touchstone Center for Children","The Touchstone Center for Children is a nonprofit educational organization founded in New York City in 1969 by its present director, Richard Lewis. The Center was established in the belief that all persons have natural creative, imaginative and artistic capacities, which when encouraged and allowed to develop, find unique expression in each individual. Through its Arts and Education projects, the Center creates interdisciplinary arts programs in classrooms that explore the role of the imagination and poetic thought, particularly in relation to the natural world, as pivotal to all learning.","United States"


"The Village of Arts and Humanities","The Village of Arts and Humanities (The Village) is a multifaceted arts organization dedicated to community revitalization through the arts.","United States"



"The Yellow Door","VISION STATEMENT: To empower young people to initiate and engage in community and creative projects that promote social inclusion, combat urban isolation across all generations, and spark positive societal change.","Canada"


"Theatre and Reconciliation","Theatre and reconciliation: a unique and effective method that transforms behavior, that gives voice to those who are still deprived. We transform community conflicts. We educate people. We strengthen the capacity of civil society. We manage traumas. We work in community integration, diaspora, displaced, refugees.","Belgium"


"Theatre Beyond Words","We aspire to create strong physical theatre for adult audeinces; theatre which incorporates universal themes that grow out of personal stories. If we are true to the characters, then the stories resonate with people of all generations, across cultures and languages.","Canada"


"Theatre Day Productions","We are Theatre Day Productions... and yes, we make drama in the Gaza Strip with and for a growing age-group of growing children. Our youngest audience members are 5 and at the other end of spectrum are the teenagers 10-17. TDP is both a drama training center and a theatre playhouse. With a wonderful theatre building in the center of the Gaza Strip, we train adults in our chosen profession of youth theatre. TDP only works with and for young people. They are our inspiration and we are their new look at life.", 
"Israel"

"Theatre Direct","Theatre Direct is one of the country leading theatres for young audiences whose productions have reached audiences in schools and theatres touring throughout Ontario, across Canada and overseas. Within its theatre and education studios in the Artscape Wychwood Barns, the company productions engage students from over 25 local schools while its year-round drama school and community-based education programs involve over 300 children and their families.","Canada"


"Theatre for Living","Theatre for Living (formerly Headlines Theatre), directed by David Diamond, uses THEATRE FOR LIVING to help living communities tell their stories. THEATRE FOR LIVING has evolved from Augusto Boal's Theatre of the Oppressed. Since 1989 Theatre for Living work has slowly moved away from the binary language and model of oppressor/oppressed and now approaches community-based cultural work from a systems-based perspective; understanding that a community is a complexly integrated, living organism.

Theatre for Living also offers annual summer training workshops.

This initial level of training will delve into Group Building, Image Theatre, and Rainbow of Desire. We will also prepare short plays for a non-public Forum Theatre event. Focuses primarily on Forum Theatre and Joking. Participants will facilitate games, explore Cops in the Head, image animations and Joke Forum Theatre with feedback.","Canada"


"Theatre Parminou","Our artistic mission is to develop a popular theater committed the social issues of its time. The foundations of our approach rest on the belief that the theater, like culture in a broader sense, is a common good and the act of creation an avenue of expression shared by the artists and the public. Always driven by this democratic ideal, we pursue the search for new collective spaces both in the creative process and in the venues. Théâtre Parminou continues to question, provoke and challenge the audience through laughter and emotion.","Canada"


"Theatre Terrific","Theatre Terrific pioneers inclusive opportunities for artists of all abilities to develop performance skills and collaborate in the production of theatrical works. Through its work, Theatre Terrific challenges audiences to be open to the impact of thought provoking art.","Canada"


"Themba Interactive","Themba Interactive – Initiatives for Life is Southern Africa’s leading applied drama and theatre organisation that uses performance to engage with and teach audiences about sexual reproduction, health and wellness, HIV/Aids and prevention, human rights, social justice and diversity. Themba Interactive’s commitment to social change is embodied in its diverse staff, projects and outreach initiatives within Southern Africa.","South Africa"


"The Platohedro Corporation","The Platohedro Corporation is a non-profit that functions as a collaborative creative platform based in Medellin, Colombia. Since 2004, Platohedro has been dedicated to creation and artistic experimentation, and ongoing research of free culture and self-training. These processes are guided by the search for the common good for all based on a philosophy of Good Living and Good Knowing.","Colombia"


"This Is My City","The work that TMC does not only enriches the lives of the disenfranchised people in its programs, it opens the door for dialogue among all citizens. It builds bridges so that stereotypes can be broken down and common values can be clearly seen and celebrated. This is My City is a volunteer-run, nonprofit society that brings opportunities for positive creative expression into the lives of some of Calgary’s most marginalized citizens: the homeless and those at risk of homelessness.","Canada"


"Threshold Collaborative","Threshold Collaborative uses stories to promote personal, organizational and community change. Our work develops insight, strengthens empathy, promotes healing and understanding, surfaces knowledge, documents history and designs solutions that address challenges in today's world. We integrate story sharing, photography, video and public art projects to document, explore and learn about issues from the perspective of resident experts – the people living, working and going to school in our communities.","United States"


"Tiempos Nuevos Teatro","One year after the Peace Treaty the association Teatro Nuevo Teatro (better known as TNT) started its activity  in San José Las Flores, the first repopulated county after the conflict. Their first members were young people devoted to the Popular Education effort. They started promoting community and neighborhood revitalization through Art that emphasized community´s participation.","El Salvador"


"Tiny Toones","The vision of Tiny Toones is for all youth in Cambodia and beyond to live healthy lives free of HIV and drugs, realize their full potential through educational and creative opportunities; to pursue their dreams and become positive leaders of tomorrow. The mission of Tiny Toones Cambodia is to provide a safe, positive environment for at‐risk youth to channel their energy and creativity into the arts and education, empowering them to build self‐confidence in their daily lives, aim for better employment possibilities, and feel supported pursuing their dreams.","Cambodia"


"TOHU","Located at the centre of the Cité des arts du cirque, TOHU is a place for dissemination, creation, experimentation and convergence of culture, environment and community involvement. Since its 2004 inception, it has become an example of sustainable development through culture. TOHU continues to make Montréal an international leader in circus arts. It plays a major role in the incredible growth of Quebec circus, which it places at the top of the bill, thanks to its dedicated venue and festival.","Canada"


"Touchstone Theatre","Touchstone Theatre is a professional not-for-profit theatre dedicated to the creation of original work. At its center is a resident ensemble of theatre artists rooted in the local community of Bethlehem, the Greater Lehigh Valley of Pennsylvania and the international community of ensemble theatres.","United States"


"Tununiq Arsarniit Theatre Group","Originally founded in 1987, today’s Tununiq Arsarniit Theatre Group has recently developed an original play called Qallupilluk, featuring legends, myths and the wisdom of elders. The group develops its plays and performances by consensus, involving elders as actors and writers and always weaving Inuit language and culture in every issue it tackles.","Canada"


"UNITY Charity","UNITY Charity engages and empowers youth to become role models and future leaders in their communities. UNITY uses hip hop as a powerful tool and vehicle to give young people a voice and build life skills and confidence.","Canada"


"Urban Bush Women","Urban Bush Women (UBW) seeks to bring the untold and under-told histories and stories of disenfranchised people to light through dance. We do this from a woman-centered perspective and as members of the African Diaspora community in order to create a more equitable balance of power in the dance world and beyond.","United States"


"Vancouver Adapted Music Society (VAMS)","The Vancouver Adapted Music Society supports and promotes musicians with physical disabilities in the Metro Vancouver area. They operate Western Canada's only fully-accessible recording studio, have a choir, and run programs for people with a wide range of musical abilities.","Canada"


"Vancouver Moving Theatre","Vancouver Moving Theatre is an award-winning Downtown Eastside-based, community-engaged professional theatre company founded by Terry Hunter & Savannah Walling.","Canada"


"Vancouver Playback Theatre","Vancouver Playback Theatre has provided numerous public and private performances and conducted highly creative team-building and conflict resolution workshops for a wide range of clients. Our audiences and clients span the health, education, and not-for-profit sectors, including social service agencies, colleges, high schools, humanitarian organizations, youth at risk, and adults with disabilities.","Canada"


"VIBE Arts","Established in 1995, VIBE Arts is an award-winning charitable organization committed to providing children and youth in under-resourced communities with high quality community and school based arts and education. With a 20 year trajectory, VIBE Arts has become one of the most celebrated community arts organizations in Toronto. VIBE Arts works collaboratively with children and youth in under-resourced communities to innovate, build skills and resiliency, and lead social change through arts education programming.","Canada"


"Vichama Teatro","Vichama is a community of creators who work and struggle daily for the democratization of art and culture to be accessible to everyone. Vichama the theater is a living laboratory and a space that allows us to meditate and act on history. Our art actively involves the community in order to reflect on their values, their identity and the means to act upon it.","Peru"


"Victoria Target Theatre Society","Started in 1986 as a group of older adults with an interest in the performing arts, Victoria Target Theatre Society has grown into a company of mature actors who provide a voice for the concerns of seniors. Target uses theatre to address seniors’ issues because theatre stimulates and moves people in a way that is different from ideas learned through lectures or books. Backed by a volunteer board of directors, and with the help of an artistic director, the company is continually developing new material as it finds its services more and more in demand.","Canada"


"VIDYA","VIDYA is a non-profit NGO. We’re a charitable organization that specializes in the education and empowerment of less-privileged children, youth and women through working with them at an individual level. Our nationally-recognized programmes include schools, remedial education, computer training, adult literacy, skills training, microfinance and social entrepreneurship.","India"


"Wan Smolbag Theatre","We are a non-government organisation based in Vanuatu with 16 full-time core actors working in theatre productions, radio drama and film work.Our aim is to create awareness and promote community action as well as to provide training and materials to schools, communities, NGO's and government departments in the Pacific and beyond.","Vanuatu"


"Wapikoni Mobile","Mission: Combat isolation and suicide among First Nations youth while developing artistic, technical, social, and professional skills. Broadcast films and various public awareness issues facing First Nations while enhancing a rich culture, too often overlooked. Contribute to the preservation of First Nations cultural heritage","Canada"


"Wapikoni","Mobile studios fully equipped with cutting-edge technology that “travels to” First Nations communities.
30 communities from 9 different nations, visited to date.
Since its initial stages, more than 3,500 youth trained or initiated to documentary film or musical recording, where 300 to 500 new participants are added on each year.
50 short films and 30 musical recordings created every year in Canada and abroad.
A collection of its kind in the world, featuring more than 850 films and 500 musical recordings; an exceptional First Nations cultural heritage.
100 awards and mentions earned in prestigious national and international festivals.
Numerous distinctions awarded to Wapikoni Mobile such as the 2014 Intercultural Innovation Award from the United Nations Alliance of Civilizations (UNAOC) and the BMW Group, the 2011 Rights and Freedoms Prize, the Honorable Mention Award at Plural +, a festival organized by UNAOC and the International Organization for Migration (IOM), and the 28th Grand Prize of the Montreal Council of Arts, film category.
The mobile studios accumulate thousands of kilometres every year visiting new communities.
A non-for-profit organization and a registered charitable organization that employs a dozen people in its administrative offices and approximately 60 contractual field workers, a third of them Aboriginal.","Canada"


"Western Edge Youth Arts","At Western Edge Youth Arts we create a place where young people can make socially engaged art to change the world and discover some new perspectives along the way.","Australia"


"Westside Circus","Westside Circus is Melbourne’s leading NFP for young people participating in circus. We believe young people, especially those from disadvantaged backgrounds, deserve access to creative and healthy activities.

Our unique brand of contemporary circus is designed to to enhance physical and emotional health and wellbeing.","Australia"


"William Head on Stage (WHoS)","William Head on Stage (or WHoS) is the only inmate-run prison theatre company in all of Canada that invites the public into the prison to experience their shows. WHoS has been creating shows for the public for the last 33 years at William Head Prison, which you will find tucked away on the windy coast in the forests of Metchosin, a 35-minute drive from Victoria, BC. Members of the public may buy a ticket, enter through prison security to the prison gymnasium theatre and watch the fall play performed by the inmates.","Canada"


"Willow Springs Creative Centre","We promote growth through creative expression and community development. Willow Springs Creative Centre  provides inclusive, custom designed art, therapeutic gardening and food programming  delivered by professional artists, gardeners and facilitators.","Canada"


"Women's Circus","The Women’s Circus is a non for profit arts organisation offering a year round circus and performance training program and producing socially engaged arts projects for women and their communities.","Australia"


"Wonder'neath","Independent artist studio for 12 permanent artists located in Halifax, Nova Scotia. We have a Project Room available for rent for creative use.  
Our free Open Studio drop-in program happens on both Fridays and Saturdays from
2-4:30 pm and 5-7 pm for all of 2016, thanks to generous funding from 4Cs Foundation and incredible work by the Open Wonder Art Society.","Canada"



"Workman Arts","Arts and mental health company known internationally for its artistic collaborations, presentations, knowledge exchange, best practices and research in the area of the impact of the arts on the quality of life of people living with mental illness and addiction.","Canada"



"WP Puppet Theatre (WPTS)","At WP Puppet Theatre (WPTS), we seek to spark curiosity; provide understanding about the world we live in; examine the issues of our time; consider solutions and inspire our audiences to become active, ethical and involved citizens through puppetry.","Canada"


"YANTE","Our vision is to see people of all ages and social parameters participating in various art projects, within and for communities. Participants express themselves while believing that the uniqueness of an individual lays in the diversity of the whole. They gradually build a consensus through a bottom-up process, and agree that a rich culture is one nourished by all social strata.","Palestine"


"Yolé!Africa","Non-profit organization promoting peace through art and culture as well as operating as a platform for exchange. Yole!Africa's objective is to empower young people to see themselves as agents capable of thinking critically and acting non-violently to shape their own realities; and to stand against all forms of exploitation and violation of human rights.","Congo"

"YAC Youth Art Connection","Positive Change Through the Power of The Arts: Every YAC program is aimed at working with youth to create lasting positive change (personal and community-wide) through activating the power and appeal of various art forms, and the human passion that always accompanies quality art-making.","Canada"


"Youth Art Connection","Positive Change Through the Power of The Arts: Every YAC program is aimed at working with youth to create lasting positive change (personal and community-wide) through activating the power and appeal of various art forms, and the human passion that always accompanies quality art-making.","Canada"


"Youth Arts Program, Youth Action Northern Ireland","The performing and allied arts allow young people to develop not just artistically but also personally and socially. All of our unique programmes allow young people to both explore and develop a sense of who they are and give them the opportunity to develop themselves to their full potential as artists and young people. Our issue-based programmes also allow them to discuss and explore theirs views and beliefs in issues that affect their lives and the community in which they live. These programmes help give them a voice within their community and help them achieve their status and equal and active citizens.","United Kingdom"


