Additional Info,Address,ArtBridging Section,Arts Focus,Facebook,Languages,Linkedin,Main Catchment Area,Main Communities Served,Main Community-Engaged Arts / Arts for Social Change Activities,Main Contact Email,Main Contact Name,Mandate/Mission,Organization Name,Phone,Profile URL,Secondary Address,Secondary Contact,Status,Twitter,Website
"Sick Muse in Cuba: https://vimeo.com/244413993

Colours of Hope: https://vimeo.com/203706255

Mask workshops: https://vimeo.com/193487204","111 McRoberts
Toronto, ON  M6E4P3",Community Artist Training: Cultural Competence and Anti- Oppression Sick Muse Art Projects partners with arts and non-arts organizations to deliver workshops for artists and arts facilitators wanting to engage in practices that acknowledge and respect peoples individualities and identities. We engage artists in conversations that explore individual and systematic power . We believe that as artists supporting and working in communities we hold a social and civic responsibility to create safe spaces where all people have access to opportunities and to reach their potentials.,"Literary Arts, Multidisciplinary Arts, Music, Textile Arts, Visual Arts",http://www.facebook.com/SICK-MUSE-art-projects-466007506783819/,"English, Spanish, Arabic",,"Ontario, We bring Community Arts Projects to Latin America and The Caribbean","Adults, All Ages, Children, Seniors, Youth","OUR WORLD OF A THOUSAND COLOURS: A (12) twelve-week art-workshop for children. During this time we guide participants (age 4-11) to explore various art forms: painting, sculpture, print making and photography.



Participants play with different materials while having conversations about DIVERSITY , INCLUSION, and COMMUNITY We work with professional artists, emerging artists, youth completing their community hours and other community members in delivering a curriculum that is respectful of each participant individualities and talents; we encourage the integration of all our talents for the creation of Collective Art pieces. 



THE STORIES WE SHARE: The Stories We Share: is a series of Creative Writing workshops for Refugee and/or Newcomer women (persons who self-identify as women). Women from different backgrounds participate in creative writing, collectively create poetry and share through creative writing, their stories of migration to Canada. In a safe space, women work together to produce individual and collective work. Their work is part of an annual Zine name THE STORIES WE SHARE. The project focuses on Refugee and Newcomer women who have interest in creative writing and who want to be part of a group of women working toward the creation of a Zine to share experiences of migration to Ontario, Canada. 



READY MADE: READY MADE: A Visual Conversation about IDENTITY in a Multicultural Society, is a youth photography project where youth ages 15-19 from the Latin American communities and other equity seeking groups. Youth are engaged through photography. This workshop will encourage participants to use photography as a way of self-expression and allow the opportunity to explore societal power imbalances in relations to identity. 



Youth receive an intense 10-hour hands- on photography class using digital cameras; they are invited to explore photography as an Art form and way of self-expression. 



Youth participate in a four-hour field trip which is intended for them to integrate the elements of power imbalances and identify in their photographic compositions. 



COMMUNITY ARTS IN LATIN AMERICA AND THE CARIBBEAN

Sick Muse Art Projects shares artistic experiences with rural communities; we create spaces for skill development and exchange between local artists (In Latin America and The Caribbean) and artists living in Canada. We bring Community Arts to rural areas and underserved communities with the belief that a creative human being is capable of dealing and coping with adversity. Art is a powerful tool that can transform the world in magical, unexpected and positive ways.",info@sickmuseartprojects.org,"Paola Gomez, Program Director","Our aim is to establish a space to support artistic production and education in the Arts in order to: 

â",Sick Muse Art Projects,416732524,http://artbridges.ca/community/profile/514,,,"Artist Collective, Non-profit",https://twitter.com/SickMuseArt,http://www.sickmuseartprojects.org
,"Centennial Centre 3rd Floor, Box 1194
Sioux Lookout, ON  P8T 1B7",,"Music, art and acting, dancing, media arts, theatre",,English,,"Ontario, Sioux Lookout","Youth, Youth of all cultures","Monday nights we host a song writers circle at which we teach music and song writing, Wednesday we have Art Night, we work with paint, pastels and also visual media arts like film making and video production. Thursday nights are for Acting, Drama and Improv. We have done a few full length plays that the youth have written and starred in, they are currently working on turning one of the plays into a full length movie.

Each year the Sioux Lookout Anti-Racism Committee host Racism Awareness Week. One of the events is a community walk called â",dfraser@slarc.ca,"Daniel Fraser, Youth Centre Coordinator","""Together we're better""",Sioux Lookout Anti-Racism Committee (SLARC),(807) 737-1501,http://artbridges.ca/community/profile/208,,"Cathy Ann Kelly, Supervisor",Non-profit,,http://www.slarc.ca
Additional Contact: Donna Giles - Artistic Advisor,"88 1/2 Front Street, Box 86
Sioux Lookout, ON  P8T 1A1",,The Circle encourages all forms of creative expression.,https://www.facebook.com/pages/Sioux-Lookout-Creative-Arts-Circle/124129004333860,English,,Ontario,"Adults, All Ages, Children, Seniors, Youth","""The Circle supports the interests of artists in Northwestern Ontario (and more specifically Sioux Lookout) and encourages all forms of creative expression â",slartscircle@hotmail.com,"Laurel Wood, Community Arts Director","The Circle serves as a creative arts organization in order to promote artists in Northwestern Ontario and all forms of creative expression by providing opportunities for performance, exhibition, instruction and promotion related to the arts.",Sioux Lookout Creative Arts Circle,(807) 737-2230,http://artbridges.ca/community/profile/209,,,Non-profit,,
,"31 Lynch Street
Moncton, NB  E1C 3L5",,Orchestral music,,"English, French",,New Brunswick,"Children, Youth","Based on the internationally renowned El Sistema in Venezuela, Sistema NB brings about transformative change for children by:

â",kmacleod@nbyo-ojnb.com,"Ken MacLeod, President/CEO New Brunswick Youth Orchestra","Our mission is to promote the collective practice of music through symphony orchestras in order to inspire children and youth to achieve their full potential and to acquire values that favor their growth and have a positive impact on their lives and society.



Our vision is social development through an innovative and hope-instilling music education program distinguished by its excellence and for having a positive impact on both the children and the communities where it is implemented.



The NBYO dreams of a â",Sistema New Brunswick,(506) 384-1255,http://artbridges.ca/community/profile/210,,,"Charity, Non-profit",,http://www.sistemanb.ca
"https://vimeo.com/151332858



https://www.instagram.com/sistematoronto/","3300 Yonge Street, Ste 210
Toronto, ON  M4N 2L6",,Music,https://facebook.com/SistemaToronto,English,,"Ontario, Ontario â","Children, At-risk children and familiesâ","Sistema Toronto is a charitable organization with a mission to foster beneficial permanent social change through free music education for young children from marginalized families. Our Playing to Potential music and social development program is currently run out of four priority schools across Toronto: Yorkwoods Public School near Jane/Finch, Parkdale Public School in Parkdale, Military Trail Public School and St. Martin de Porres Catholic School in East Scarborough. Our program provides 10 hours per week of intensive after-school music education during the school year, including instruction in strings, percussion and choir. In addition to music instruction, each child receives instruments and a daily nutritious snack, all free of charge to participantsâ",,"Christie Gray, Executive Director","Mission - Sistema Toronto is an intensive social program transforming the lives of children through ensemble-based music.

Vision â",Sistema Toronto,416-545-0200,http://artbridges.ca/community/profile/211,,,Non-profit,https://twitter.com/SistemaToronto,http://www.sistema-toronto.ca
,"962 Bloor Street West
Toronto, ON  M6H 1L6",,"Literary Arts, Multidisciplinary",,English,,Ontario,Adults,"Sister Writes provides an artistically empowering and participatory creative writing program for women affected by homelessness, underhousing, trauma, mental health issues and addictions,  and women who face extraordinary circumstances or life transitions. Through the support of our sponsors and the assistance of our guest writers, Sister Writes offers a range of hands-on programming that is free and inclusive: The Writing Workshop; The Mentorship Program; and our Community Program, which brings one-off creative writing workshops to womenâ",info@sisterwrites.com,"Lauren Kirshner, Founding Creative Director","Sister Writes is a creative writing and literacy program dedicated to honouring the wisdom and experiences of women in downtown Toronto. Founded by writer Lauren Kirshner in 2010, with the support of Sistering, a drop-in center empowering ordinary women in extraordinary situations, Sister Writes provides women with the opportunity to work with professional women writers, develop creative potential, hone literary and leadership skills, receive mentorship, and build self-esteem. Hailed by The Toronto Star as a groundbreaking program, Sister Writes is one-of-a-kind in Toronto.",Sister Writes,,http://artbridges.ca/community/profile/503,,,"Non-profit, Program",,http://www.sisterwrites.com
,"28-51Chimneystack Road
North York, ON  M3J 3L9",,Visual Art,,English,,"Ontario, Toronto","Adults, African Canadian","Art exhibitions, ART (Acting Responsibly Together) Program in schools.",sixahwi@gmail.com,"Ato Seitu,","We are committed to creating visual art, plan exhibitions; organize art programs and activities that will contribute to sustainable development of Canada's and the world's artistic mosaic.",Six Ah Wi Artists' Collective,(416) 661-2345,http://artbridges.ca/community/profile/212,,,"Artist Collective, Non-profit",,http://www.sixahwi.com
"Community Served (continued): Sketch works with youth ages 16-30. They come from all across Canada and represent a vast array of youth who live homeless. Many are transient, living rough or moving between shelters and some are staying in their first apartments.","180 Shaw Street, Suite 201
Toronto, ON  M6J 2W5",Sketch is really good at â,"The arts disciplines offered are visual arts, dance, movement arts, music and recording arts, theatre, media arts and creative writing.",,English,,"Ontario, Toronto","Youth, Ages 16-30","Sketch has community partners who they refer youth to for basic needs and community supports. Community arts becomes a way for youth to be engaged with the broader community. Participants can initiate projects outside of Sketch, and Sketch will help provide training and facilitation of the connection.",info@sketch.ca,"Phyllis Novak, Artistic Director and Founder","Sketch is a community arts development initiative that was founded in 1996 by Phyllis Novak. Its mandate is to engage youth who are street involved, homeless or otherwise marginalized in a progressive arts learning framework. The main premise of Sketch is that the arts are a response to homelessness and poverty. The arts provide an entry point into civic participation, cultural identity and social change. Their model includes open studio skill building, community connections and youth leadership programs.",Sketch,(416) 516-1559,http://artbridges.ca/community/profile/213,,,Non-profit,,http://www.sketch.ca/
,"372, rue Sainte-Catherine Ouest, espace 314
MontrÃ©al, QC  H3B 1A2",,Visual arts,,"English, French",,"Quebec, Mostly MontrÃ©al region","Adults, All Ages, Children, Seniors, Youth, Open to all","Poetry reading, interdisciplinary arts exhibits, film screenings.",skol@skol.ca,"Anne Bertrand, Artistic Coordinator","Centre des arts actuels Skol is a not-for-profit artist-run centre that presents new work by emerging artists focusing on those whose research and experimentation generates method and critical thought. Occasionally, the centre will invite more experienced artists whose exploratory or experimental approaches contribute to the development of theoretical discourse and artistic practice.",SKOL,(514) 398-9322,http://artbridges.ca/community/profile/214,,"Benoit Pontbriand,",Non-profit,,http://www.skol.ca
,"337 Clarke Rd.
Picton, ON  K0K 2T0","We can offer mentorship, collaboration, event/meeting space.",,,"English, Macedonian",,Ontario,"Adults, All Ages, Children, Dis/Abilities, FNMI, Seniors, Youth","Small Pond Arts is an artist residency centre, gallery and arts centre, run by Krista Dalby and MilÃ© Murtanovski. We host workshops, festivals, plays and concerts, and are always interested in new artistic activities and community collaborations. We offer workshops in stiltwalking, puppetry, shadow puppetry, lantern making, or custom arts workshops for your group. Our ""Cardboardia"" installation â",info@smallpondarts.ca,"Krista Dalby, Co-founder",See above,Small Pond Arts,(613) 471-1322,http://artbridges.ca/community/profile/306,,,"Artist-run Centre, Business, Project",,http://smallpondarts.ca/
,"Mailing Address: P.O. Box 466
Smooth Rock Falls, ON  P0L 2B0",,Visual & Textile Arts (Anyone may join but visual and textile arts is our focus.),,"English, French",,"Ontario, Smooth Rock Falls","Adults, Children, Youth, 15+ years. Special young children's programs are held in other venues, like the SRF Public Library.","We are a Partner with the SFR Heritage Centre. We have Open Studios every Wednesday, where artists can create in a group environment while working on their own projects. We schedule drawing, painting, and crafting workshops on specific dates, and have an occasional weekend workshop from Visiting Artists. We have a small ongoing art exhibition in the clubhouse and an annual Art Exhibition / Sale during the Smooth Rock Truckfest in September.",pameladallaire@hotmail.com,"Pamela Dallaire, Secretary","To promote the creation of art within the community, to educate the public about the arts, and to encourage, and mentor, young artists in the community.",Smooth Rock Falls Art Center,(705) 338-1024 or (705) 262-1506,http://artbridges.ca/community/profile/215,"Physical Address: 45 Third Avenue  (basement of the SRF Heritage Centre / Museum)
Smooth Rock Falls, ON",,Non-profit,,http://srfartcenter.wix.com/home
,"Toronto, ON",We would like to partner with other groups working with youth and young adults and share our program.,,,"English, French",,Ontario,Youth,"For those of you who are brand new to Social Circus Circle (SCC), we are a new, small organization that provides ""Social Circus"" workshops to youth groups, primarily youth at risk between the ages of 13 and 30.  ""Social Circus"" is the concept of using Circus Arts as a medium for social good. 



At SCC, we partner with existing programs in Toronto for youth at risk (nonprofit community groups and schools) to provide something unique for youth to build skills of trust, self esteem, teamwork and to discover hidden talents, while participating in physical activity, being artistically expressive and having fun.



Starting this fall, 2 Social Circus Instructors on our team will be put on Ontario Arts Councils' ""Artists in Education"" roster. This means that starting in fall 2013, with the support of Ontario Arts Council, we will be providing Social Circus units in Secondary schools in Toronto (and a few in other regions of Ontario) as part of their Health and Phys. Ed, Arts or Drama programs. If you are at a school who is interested please contact us! (info@socialcircuscircle.ca) We will also be offering drop-in workshops at Delisle Youth Services this fall. Please see our website for more updates this summer.



If you are part of a community organization who would like to partner with us, feel free to contact us, or if you'd simply like to get in touch, FEEL FREE! We are happy to answer any questions, discuss the program or hear about what programs you are doing in the community!",rachel@socialcircuscircle.ca,"Rachel, Coordinator, Social Circus Instructor","We want to provide youth with an alternative, non competitive and  inclusive physical and artistic outlet, while building life and social skills such as self esteem, team work and trust. These workshops are not only composed of circus arts skill building, but of physical social games, trust building, creative exercises providing a forum to exercise in a non competitive way as well as express themselves. This can include all the diverse skills associated with circus arts from the traditional circus skills to visual arts, dance, performance, comedy, lighting, music, costume making, make up,...the list goes on, leaving something everyone can find to enjoy.",Social Circus Circle,(416) 802-5263,http://artbridges.ca/community/profile/271,,,"Artist-run Centre, Non-profit",,http://www.socialcircuscircle.ca
"La SociÃ©tÃ© cInÃ©MAGINE est l'organisme responsable de la promotion et du dÃ©veloppement cinÃ©matographique de la langue franÃ§aise auprÃ¨s des francophones et francophiles de l'Alberta.

Elle possÃ¨de un mandat provincial et jouit de l'appui de nombreux partenaires gouvernementaux, communautaires et privÃ©s.","2104 6e avenue sud
Lethbridge, AB  T1J 1C3",,Arts visuels,http://www.facebook.com/cinemagine,"English, French",,Alberta,"Adults, All Ages, Children, Seniors, Youth, Francophones et francophiles de tous Ã¢ges",Le festival annuel Â« Le festival du cinÃ©ma dâ,direction@cinemagine.net,"JÃ©rÃ©my Lebon, Directrice gÃ©nÃ©rale","Depuis 2003, cInÃ©MAGINE vise le dÃ©veloppement et lâ",SociÃ©tÃ© cInÃ©MAGINE de lâ,(403) 320-7638,http://artbridges.ca/community/profile/216,,,Non-profit,http://www.twitter.com/cinemagine,http://www.cinemagine.net
Les objectifs de la SEFQ sont de favoriser lâ,"5105, Chemin de la CÃ´te Saint-Antoine
MontrÃ©al, QC  H4A 1N8",,"Photographie, vidÃ©o, son, musique, performance, Ã©criture, animation, collage",,French,,"Quebec, MontrÃ©al et environs (QC)","Adults, Femmes ayant des dÃ©mÃªlÃ©es avec la justice, artistes professionnels et un public","En 2007 la SEFQ initie, en partenariat avec lâ",admin@elizabethfry.qc.ca,"Ruth Gagnon, Directrice","La SociÃ©tÃ© Elizabeth Fry du QuÃ©bec, fondÃ©e en 1977, est un organisme communautaire Ã  but non lucratif ayant comme mission de venir en aide aux femmes qui, un jour, doivent faire face Ã  la justice pÃ©nale et qui sont dÃ©terminÃ©es Ã  sâ",SociÃ©tÃ© Elizabeth Fry du QuebÃ©c,(514) 489-2116,http://artbridges.ca/community/profile/217,,,"Non-profit, Program",,http://www.elizabethfry.qc.ca
http://seyalamp.blogspot.com/,"LAMP CHC, 185 Fifth St.
Etobicoke, ON  M8V 2Z5",,Dance and photography,,English,,"Ontario, Etobicoke","Youth, A diverse group of youth from all walks of life",Dance â,jasmind@lampchc.org,"Jasmin Dooh, Coordinator","South Etobicoke Youth Assembly (SEYA) is a youth led and run group who celebrate and support youth and who work together to make a positive difference in the community through active participation. They organize events, programs, workshops, volunteering and opportunity creation.",South Etobicoke Youth Assembly (SEYA),(416) 252-6471 ext. 308,http://artbridges.ca/community/profile/219,,"Salomeh Ahmadi, SEYA Facilitator",Non-profit,,http://www.lampchc.org/content/south-etobicoke-youth-assembly
"https://youtu.be/cEUj-KjA8Mo

Spectrum Productions YouTube Channel

https://www.youtube.com/user/Camerarollproduction","5445 de GaspÃ© Avenue #415
Montreal, QC  H2GT 3B2",,Media Arts,https://www.facebook.com/SpectrumMTL/?fref=nf,"English, French",,"Ontario, Quebec, Satellite camp in Toronto","Adults, Dis/Abilities, Youth","Saturday Morning Cartoons (12 years and up)

Video Production Day Camps (8 years and up)

After School Programming

Creative Workshops

Social Clubs

Create Media Lab (17 years and up)",info@productionsspectrum.com,"Dan Ten Veen, Co-director","Spectrum Productions provides a unique platform for youth with Autism Spectrum Disorder (ASD) to realize their potential through social, creative, exploratory and vocational opportunities in media production.",Spectrum Productions,514-448-1644,http://artbridges.ca/community/profile/477,,,Non-profit,https://twitter.com/spectrummtl?lang=en,http://www.productionsspectrum.com
PRÃ,"CP 76017 CSP Gallerie d'Aylmer
Gatineau, QC  J9H6W6",,,http://www.facebook.com/spillpropagation,"English, French, LSP, ASL, langue des signes quÃ©bÃ©coise et American Sign Language",,"Ontario, Quebec, Ouvert pour le reste du Canada lors des forums, residences","All Ages, Tout le monde bienvenu intÃ©rÃªtents","SPILL PROpagation est un organisme artistique Ã  but non lucratif, dotÃ© dâ",spill.propagation@gmail.com,"Tiphaine Girault, Directrice","SPiLL PROpagation a pour mandat de promouvoir la culture Sourde au sein du milieu des arts et de la culture, tant au niveau national quâ",SPiLL-PROpagation,613-614-5719,http://artbridges.ca/community/profile/453,,,"Non-profit, Eventuellement centre artistes autogÃ©rÃ©e (Ã  venir)",,http://spill-propagation.ca/
,"150 Kilgour Road
Toronto, ON  M4G 1R8",,"Multiple modalities: we currently run programs focusing on dance, theatre, painting, ceramics, photography, music, puppetry/story telling",,English,,"Ontario, GTA and surrounding area.","Children, Youth, Aged 2-29","Please see Spiral Garden & the Centre for the Arts spring/summer brochure, which gives a brief description of each program they are currently running: http://www.hollandbloorview.ca/programsandservices/communityprograms/centreforthearts/documents/brochure.pdf",kfarkashidy@hollandbloorview.ca,"Karin Farkashidy, Manager Centre for the Arts","Spiral Garden is an integrated outdoor art, garden and play program that has been integral to Holland Bloorview Kids Rehabilitation Hospital since 1984. This innovative program, staffed by artists, brings together children ages 6 to 18 with and without disabilities from the community and Holland Bloorview to:

* Explore self and collective expression through a variety of art media

* Nurture our relationship to nature through tending our organic garden

* Foster an inclusive community that gives attention to the whole person",Spiral Garden & the Centre for the Arts / Holland Bloorview Kids Rehabilitation Hospital,(416) 425-6220 ext. 3327,http://artbridges.ca/community/profile/221,,"Skye Gross, Administrative Assistant","Non-profit, Program, Project, Running under the umbrella and with the support of Holland Bloorview Kids Rehabilitation Hospital",,http://www.bloorview.ca/programsandservices/communityprograms/centreforthearts/spiralgarden.php
,"29 Galena Street
Cobalt, ON  P0J 1C0",,"Poetry, Music, Visual Arts",,"English, French",,"Ontario, Northern Ontario","Adults, FNMI, Seniors, Youth, Temiskaming Shores","Engaged Arts activities through poetry, music, and art",mybrydges@yahoo.ca,"david brydges, artistic director","We are Northern Ontario largest and only poetry/arts festival. Since 2008, we strive to bring together the poetry community with invitations to participate  from our tri-cultural Anglophone, Francophone, and First Nations communities.",Spring Pulse Poetry Festival,705-679-8930,http://artbridges.ca/community/profile/512,"29 Galena Street, Box 247 (Mailing Address)
Cobalt, ON  P0J 1C0",,Annual Festival,,http://www.springpulsepoetryfestival.com
,"72 Leroy Ave
Toronto, ON  M4J 4G8",,"Multidisciplinary, Visual Arts, Sculptural",,English,,"Ontario, Will travel to all parts of Canada","Adults, All Ages, Children, Dis/Abilities, Seniors, Youth","Themes and concepts and concepts for:

Mask-making for all reasons ranging in size from little to large 

Shadow Mask workshop - self-development

Rod Puppets

Giant Puppets

3D mural sculpture installations for storytelling and visioning projects

Weaving stories into hoops

Sticks, Staffs and Wands

Mosaics

All of the workshops offered use mostly recycled common place materials plus acrylic paint and other mixed media. The different construction techniques can be combined with and reinvented to other forms of creative expression. As inspired by participants goals and imagination.",stonemasque@gmail.com,"Pamela Schuller, Artistic Director","Through school and community projects, we aim to integrate the arts, with self and community development, by building on the principles of education, culture, spirituality, with the intention of helping shape a community that shapes itself.



The process of learning and celebrating creativity our minds, changing our perceptions and allowing for new possibilities. This process expands our vision of alternative approaches to living and sense of possibilities for social justice, peace, and personal joy.",Stone Masque,416-463-6162,http://artbridges.ca/community/profile/471,,,Artist-run Centre,http://twitter.com/stonemasque,http://www.stonemasque.com
"Town of Stratford Web Site www.townofstratford.ca

Tumblr: http://youthcando.tumblr.com/","234 Shakespeare Drive
Stratford, PE  C1B 2V8",,"Drama, theatre, dance, visual arts and music",https://www.facebook.com/www.youthcando.ca,"English, French",,"Prince Edward Island, Stratford and surrounding areas.","Youth, Ages 10+","Youth Can-Do Drama Program stages two plays a year. For the past 9 years this has included a Shakespearian play with youth ages 10 and up.

The youth are encouraged to participate in all aspects of a drama production from directing, lighting, costume creations, set design, acting, promotion, and more.",tcraig@town.stratford.pe.ca,"Tanya Craig, Recreation Program Leader","The Stratford Youth Can-Do began in 1999 with a mandate to provide alternative recreational activities and leadership opportunities for youth ages 10 and up living in Stratford and surrounding areas.

There is no fee to join YCD but we do request 10 hours of community volunteer service to maintain membership. YCD also operates a Youth Drop-In Centre for youth grades 5 to 12.",Stratford Youth Can-Do,(902) 569-6925,http://artbridges.ca/community/profile/223,,,"Non-profit, Community youth-based organization",https://twitter.com/youthcando,http://www.youthcando.ca
,"Regina, SK  S4S 3P6",,"Variety - no specific focus. Scope and process reflects interest and capacity of the participants involved at any given time in the agency's employment skills development, personal support or housing programs.",,English,,"Saskatchewan, Regina and area","Children, Youth","Art is used as a tool for engagement, retention and expression for street involved and under served youth. It is also used as part of the social venture program operated by the agency.

As a tool, Street Culture has worked with other organizations to deliver workshops on photography, creative writing, jewelry making, painting and other mediums. These processes generally have an established artist share their talents through a workshop program.

Examples of art used in social ventures include face and body painting for festivals and community events, puppet shows for childrenâ",streetcultureproject@gmail.com,"Kim Sutherland, CEO",â,Street Culture Kidz Project Inc.,(306) 531-8961,http://artbridges.ca/community/profile/224,,,"Charity, Non-profit",,http://www.streetcultureproject.org
,"3940 Hastings
Burnaby, BC","Streetrich is always open to network and learn from other organizations and individuals. Streetrich is currently working on becoming more professional and broaden our network. Streetrich would like to hear your suggestions and advice on how to grow into a succesfull non-profit organization. 

Underneath you can find some information about our programs and workshops we can offer. 



Streetrich is able to offer a variety of programs and workshop options, to suit the needs of our community. With the many different approaches, our goals are always to build self-confidence and allow people to express themselves using creative art forms. We strive to empower individuals, and provide them with skills to communicate effectively, while addressing the issues that they may be facing. We enjoy sharing the history of Hip Hop culture, and helping others to connect to their cultural identities, in a safe and fun environment.



All of our workshops can be adapted to suit the financial needs, and or availability of your organization! We have a vast network of professionals that are available to develop specific programs, workshops and events, based on the goals of our clients. All of the sessions can be adapted to fit your time requirements. We can provide weekend workshops, or ongoing sessions that occur once a week. Streetrich is also available to provide program planning, keynote speeches, & performances.

Contact us with any questions, regarding bookings and rates.  Streetrichvancity(at)gmail(dot)com



Programs:

Hip Hop Cypher Sessions â","Dance, Multidisciplinary, Music, Visual Arts",https://www.facebook.com/StreetRich/,"English, French",,British Columbia,"All Ages, Youth","Streetrich offers a variety of free programs and events. 



In 2017 Streetrich will start operating weekly programs in a renovated building in Surrey. With the guidance of the City of Surrey and in collaboration with the Royal Canadian Theatre Company, Streetrich is developing a new dynamic hub mainly for at youth risk in an underprivileged neighbourhood. Streetrich will offer classes in dance, music and art. The address of this centre is 10660 Parkway, Surrey. 



Beside this project Streetrich organizes free Hip Hop festivals and affordable dance competitions. We create possibilities for Hip Hop artists to travel to international events. 



During fall and winter we offer a free weekly Hip Hop Culture program at Roundhouse arts and recreation centre in downtown Vancouver. This is a space where Hip Hop artists can freely jam, network and build.",streetrichvancity@gmail.com,"Mattias Boon, President","Streetrich connects people through the Hip Hop Arts.

Streetrich facilitates community events, sharing the passion and possibilities that Hip Hop provides.

Streetrich educates people about the creative and connective powers of Hip Hop.

Streetrich utilizes the power of Hip Hop Arts to build self-esteem, empowerment,

potential and new possibilities to individuals and communities, reframing what Hip Hop Culture means.

Streetrich gives Hip Hop a place to grow and thrive in the Arts community.

Streetrich is committed to becoming the premiere organization for Hip Hop Arts in

Western Canada.



R E A L Values:

Streetrich values Relationships, building positive relationships through Hip Hop arts events,classes and workshops.

Streetrich values Equality. Hip Hop transcends age, race, gender, and ethnicity.

Streetrich values Accessibility. EveryBODY can grow and develop through the Hip Hop arts.

Streetrich values Learning and Personal Growth. Hip Hop is a medium for educating

individuals, and developing transferable skills including leadership, resilience, and creativity",Streetrich Hip Hop Society,604-441-8205,http://artbridges.ca/community/profile/457,,"Kia Kadiri, Vice-President","Annual Festival, Artist Collective, Artist-run Centre, Non-profit, Program, Project",https://twitter.com/StreetRichVan,http://www.streetrich.ca
,"7 Lorne Street
Sackville, NB  E4L 3Z6",,Visual arts and Media Arts,,English,,"New Brunswick, Sackville","Adults, Seniors, Youth, Professional Artists","Struts Gallery & Faucet Media Arts Centre is a non profit artist-run centre and media arts facility located in Sackville, New Brunswick. The Centre is run by practicing artists for the purpose of presenting contemporary artist initiated activities and to promote an awareness of the work of local, regional and national contemporary artists. Activities include expositions, performances, publications, demonstrations, workshops, symposia, residencies, readings, screenings etc. Our Lorne Street location includes a gallery, a multi-use exposition, performance and presentation space, a small gallery for expositions and media arts presentations and an artist-in-residence studio. Struts maintains a resource centre for disseminating topics, issues, and debates arising from contemporary artistic practices and presentations. Facilities and equipment are available to members and visiting artists for film, video, audio and new media production and presentation.",info@strutsgallery.ca,"Amanda Fauteux, Program Manager",The Artist and the artistâ,Struts Gallery & Faucet Media Arts Centre,(506) 536-1211,http://artbridges.ca/community/profile/225,,"Elli Hearte, Faucet Manager","Artist-run Centre, Non-profit",,http://www.strutsgallery.ca
https://www.facebook.com/video.php?v=10152243254023238&set=vb.554072474626783&type=2&theater;,"1070A Louvain Est
MontrÃ©al, QC  H2M 1B4",,"arts multidisciplinaires, arts visuels",https://www.facebook.com/pages/Studio-dart-Saint-Sulpice/554072474626783,"English, French",,Quebec,"Adults, All Ages, Children, Dis/Abilities, FNMI, Seniors, Youth",Les problÃ¨mes liÃ©s aux effets de la pauvretÃ© et de lâ,studiodartsaintsulpice@gmail.com,"Meng Siow, educator / Ã©ducatrice",Le Studio a comme  mission dâ,Studio d'Art Saint-Sulpice,,http://artbridges.ca/community/profile/339,,,Non-profit,,https://www.facebook.com/pages/Studio-dart-Saint-Sulpice/554072474626783
"'Producing Harmony' is a documentary about Sudbury Youth Rocks Program. It was produced through funding provided by the John Howard Society of Sudbury. Film Credits are Emma Hockney and Christine Stewart from Laurentian University Film Studies Course.



Watch 'Producing Harmony' here.","54 Elgin Street
Sudbury, ON  P3E 3N2",0,"Composing, performing",https://www.facebook.com/Sudburyyouthrocks,English,,"Ontario, Sudbury District","Dis/Abilities, Youth",Sudbury Youth Rocks Program regularly collaborates with other organizations to produce music for film and theatrical productions. This gives the participants a sense of community spirit.,admin@sudburyyouthrocks.ca,"Joel Mackey, Director",Our mission is to help young people in Sudbury achieve their full potential in both music and life. By introducing them to their potential in music they receive a clear message that they are capable of anything if they work hard enough.  A lesson that will support them as they become productive members of society.,Sudbury Youth Rocks Program,(705) 207-2113,http://artbridges.ca/community/profile/305,,,"Charity, Non-profit, Program",https://twitter.com/Sudburyyouth,http://www.sudburyyouthrocks.ca/
,"P.O.Â BoxÂ 84553Â Â -Â 2336Â BloorÂ St.Â West
Toronto, ON  M6SÂ 4Z7","RehearsalÂ space,Â marketing,Â performanceÂ opportunities,Â outreachÂ programÂ assistance","Dance, Music, Theatre",http://www.facebook.com/SuitcaseTheatreToronto,English,,Ontario,"Children, Families","Suitcase Theatre takes our plays and interactive workshops into schools, hospitals and communities where children might not otherwise have an opportunity to experience live musical theatre. Today, we have performed at no charge for over 30,000 children from low income communities, in model inner city schools and in special settings like Sick Kids Hospital. 



Our performances and programs inspire young minds through storytelling, music and the visual and dramatic arts. Our theatrical plays and workshops inform childrenâ",info@suitcasetheatre.com,"LucieÂ Grys, ExecutiveÂ Director","OURÂ VISION: InspireÂ childrenÂ andÂ youthÂ toÂ developÂ confidence,Â characterÂ andÂ kindness.",SuitcaseÂ Theatre,647-654-7529,http://artbridges.ca/community/profile/502,,,"Charity, Non-profit",http://www.twitter.com/SuitcaseTheatre,http://www.suitcasetheatre.com
